dayTraining/dayClip13--00000.png,go,463,177,490,222
dayTraining/dayClip13--00000.png,go,616,185,637,235
dayTraining/dayClip13--00000.png,go,888,300,912,345
dayTraining/dayClip13--00001.png,go,461,176,488,216
dayTraining/dayClip13--00001.png,go,617,197,641,227
dayTraining/dayClip13--00001.png,go,894,302,921,342
dayTraining/dayClip13--00002.png,go,904,295,928,340
dayTraining/dayClip13--00002.png,go,620,184,644,224
dayTraining/dayClip13--00002.png,go,461,170,488,210
dayTraining/dayClip13--00003.png,go,910,293,940,338
dayTraining/dayClip13--00003.png,go,622,183,646,218
dayTraining/dayClip13--00003.png,go,459,166,486,206
dayTraining/dayClip13--00004.png,go,625,183,649,213
dayTraining/dayClip13--00004.png,go,458,161,485,201
dayTraining/dayClip13--00004.png,go,922,288,949,338
dayTraining/dayClip13--00005.png,go,626,175,653,210
dayTraining/dayClip13--00005.png,go,457,157,484,197
dayTraining/dayClip13--00005.png,go,928,287,961,337
dayTraining/dayClip13--00006.png,go,628,167,658,207
dayTraining/dayClip13--00006.png,go,940,290,970,335
dayTraining/dayClip13--00006.png,go,453,147,483,192
dayTraining/dayClip13--00007.png,go,632,165,659,205
dayTraining/dayClip13--00007.png,go,453,150,483,190
dayTraining/dayClip13--00007.png,go,951,287,981,337
dayTraining/dayClip13--00008.png,go,636,160,663,200
dayTraining/dayClip13--00008.png,go,450,123,483,188
dayTraining/dayClip13--00008.png,go,960,281,996,336
dayTraining/dayClip13--00009.png,go,637,147,670,197
dayTraining/dayClip13--00009.png,go,449,131,482,181
dayTraining/dayClip13--00009.png,go,971,276,1010,336
dayTraining/dayClip13--00010.png,go,644,148,671,188
dayTraining/dayClip13--00010.png,go,446,111,482,176
dayTraining/dayClip13--00010.png,go,988,282,1018,332
dayTraining/dayClip13--00011.png,go,646,144,676,184
dayTraining/dayClip13--00011.png,go,446,119,479,169
dayTraining/dayClip13--00011.png,go,1000,276,1033,331
dayTraining/dayClip13--00012.png,go,442,109,481,164
dayTraining/dayClip13--00012.png,go,644,109,686,184
dayTraining/dayClip13--00012.png,go,1000,276,1033,331
dayTraining/dayClip13--00013.png,go,443,107,476,157
dayTraining/dayClip13--00013.png,go,1028,274,1064,329
dayTraining/dayClip13--00013.png,go,652,129,688,174
dayTraining/dayClip13--00014.png,go,437,86,476,151
dayTraining/dayClip13--00014.png,go,1044,275,1080,325
dayTraining/dayClip13--00014.png,go,656,116,692,166
dayTraining/dayClip13--00015.png,go,437,89,473,139
dayTraining/dayClip13--00015.png,go,664,116,694,156
dayTraining/dayClip13--00015.png,go,1062,263,1098,323
dayTraining/dayClip13--00016.png,go,437,84,470,129
dayTraining/dayClip13--00016.png,go,670,108,700,148
dayTraining/dayClip13--00016.png,go,1079,260,1115,320
dayTraining/dayClip13--00017.png,go,432,70,468,120
dayTraining/dayClip13--00017.png,go,1100,264,1133,314
dayTraining/dayClip13--00017.png,go,670,60,709,145
dayTraining/dayClip13--00018.png,go,678,75,714,125
dayTraining/dayClip13--00018.png,go,1116,231,1158,311
dayTraining/dayClip13--00018.png,go,423,22,471,112
dayTraining/dayClip13--00019.png,go,678,28,726,118
dayTraining/dayClip13--00019.png,go,1141,237,1180,302
dayTraining/dayClip13--00019.png,go,422,7,470,97
dayTraining/dayClip13--00020.png,go,689,37,731,102
dayTraining/dayClip13--00020.png,go,1165,229,1204,299
dayTraining/dayClip13--00020.png,go,421,2,466,82
dayTraining/dayClip13--00021.png,go,1190,212,1229,292
dayTraining/dayClip13--00021.png,go,692,20,737,85
dayTraining/dayClip13--00021.png,go,414,2,459,62
dayTraining/dayClip13--00022.png,go,701,7,743,72
dayTraining/dayClip13--00022.png,go,412,0,454,50
dayTraining/dayClip13--00022.png,go,1212,209,1257,284
dayTraining/dayClip13--00023.png,go,1241,191,1280,281
dayTraining/dayClip13--00023.png,go,706,0,757,56
dayTraining/dayClip13--00023.png,go,400,0,457,36
dayTraining/dayClip13--00024.png,go,719,0,764,36
dayTraining/dayClip13--00025.png,go,730,0,775,15
dayTraining/dayClip13--00082.png,go,664,366,676,386
dayTraining/dayClip13--00082.png,go,578,329,590,349
dayTraining/dayClip13--00082.png,go,532,320,544,345
dayTraining/dayClip13--00083.png,go,662,366,677,391
dayTraining/dayClip13--00083.png,go,529,325,544,350
dayTraining/dayClip13--00084.png,go,662,359,677,384
dayTraining/dayClip13--00084.png,go,574,323,589,348
dayTraining/dayClip13--00084.png,go,528,319,543,344
dayTraining/dayClip13--00085.png,go,663,350,678,375
